"OTU"	"RL725.mf"	"RL704.mf"	"RL703.mf"	"RL700.mf"	"RL693.mf"	"RL691.mf"	"RL686.mf"	"RL683.mf"	"RL682.mf"	"RL680.mf"	"RL679.mf"	"RL668.mf"	"RL667.mf"	"RL665.mf"	"RL663.mf"	"RL659.mf"	"RL656.mf"	"RL654.mf"	"RL651.mf"	"RL641.mf"	"RL628.mf"	"RL627.mf"	"RL625.mf"	"RL621.mf"	"RL619.mf"	"RL616.mf"	"RL613.mf"	"RL610.mf"	"RL607.mf"	"RL606.mf"	"RL605.mf"	"RL601.mf"	"RL591.mf"	"RL585.mf"	"RL573.mf"	"RL569.mf"	"RL568.mf"	"RL528.mf"	"RL518.mf"	"RL516.mf"	"RL514.mf"	"RL511.mf"	"RL509.mf"
"11"	"Alistipes_putredinis"	0.0398474757324536	0	0.0351690227412415	0.00559526773119006	0.0352426849378108	0.0388148902960752	0	0.00424396929016666	0.0113249986922634	0.00213780707010186	0.0218331194945498	0.0632670483470524	0.0143256584624944	0.00972926801320847	0.0405029797667164	0	0	0.00128875054578233	0.0479590391404934	0	0	0	0	0	0.013370552420252	0.0134525960972242	0.0426878432446412	0.00125080346750517	0	0	0	0	0.0235410679047221	0.000592891234103104	0.00149634922127166	0.012523523613227	0.0545011408421489	0.025475751995089	0	0	0.035933469714489	0	0.108553697957671
"12"	"Alistipes_shahii"	0.00460660522255988	0	0.000835894283958205	0	0	0.000460974840478443	0	0.000211216064209684	0.000340011508081812	0	0	0	0.00323334138792042	0.000645840060833967	0	0.000181563798314661	0	0	0	0	0	0	0	0	0	0	7.60652944487548e-05	0	0	0	0.00120512726874338	0	0	0	0	0	0	0	0	0	0	0	0
"13"	"Allisonella_histaminiformans"	0.000414344728002552	0	0	0	0	0	0.000338074478028473	0.000623824189642554	6.53868284772715e-05	0	0	0	0	0	0	2.13604468605483e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155603783628844	0	0	0	0	0	0	0	0	0	0	0
"14"	"Anaerofustis_stercorihominis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000995278495915717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"15"	"Anaerostipes_caccae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00359425735699553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16"	"Anaerostipes_hadrus"	0.0135587217294862	0.00601546101469308	0	0.0100525149068838	0.00611026601388232	0.00217345593646634	0.00447672478748815	0.00274089683323264	0.000300779410995449	0.00277531455961654	5.39089370235798e-05	0.00836459614194751	0.00331388725879388	0.00261461056886009	0.00808360339365692	0.00484882143734447	0.00439525524253336	0	0.0285120736959726	0	0.0901431055236057	0.0241712530398055	0	0	0.00538058539150838	0	0	0	0.00150477280700135	0.00907149506269735	0	0	0.0225912369910012	0	0.0215051236250823	0	0.00406208946968126	0	0	0.00278913200288531	0	0.000409847020144872	0
"17"	"Anaerotignum_lactatifermentans"	0	0	0	0	0	0	0	0.00163078449575849	0	0	0	0	0	0	0	0	0.000105909764880322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"18"	"Anaerotruncus_colihominis"	0	0.00190276284578235	0.00183159188690842	0	0	0	0	2.45600074662423e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"19"	"Anaerotruncus_sp_CAG_528"	0	0	0	0	0	0	0	0.000918544279237461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00074678137228545	0	0	0	0	0	0	0
"20"	"Asaccharobacter_celatus"	0.000147574834631046	0	0	0	0	4.04363895156529e-05	0	0	0	0	0	0	0	0	0	6.7641415058403e-05	0	0	0.000264923591839304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"21"	"Atopobium_vaginae"	0.000316718298938937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"22"	"Bacteroides_caccae"	0.0319771962824764	0.0297957303025649	0	0.000681626895219128	0.000856459880606936	0	0	0.00298158490640181	0.00644060260501125	0	0.00364424414279399	0.0130559754387889	0.00462563429873313	0.00765632975343493	0.00191773173603272	0.0168783130943099	0.00580990710200623	0.000873251735939943	0.00232660619763825	0	0.00215152554791215	0	0	0	0	0.0141937579954109	0	0.00109445303406702	0	0.0077025571759724	0	0	0	0	0	0.00356961495952445	0.00755375786489663	0	0	0	0.00670046547481396	0	0
"23"	"Bacteroides_cellulosilyticus"	0.00993632713481188	0	0.00846957590657652	0	0.000651932147924683	0	0	0	0	0	0	0	0	0	0	0.00357787484914184	0	0.00320427048268285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"24"	"Bacteroides_clarus"	0	0	0	0	0.00304235002364852	0.000535782161082401	0	0	0	0	0.000150945023666023	0.0122806055716982	0	0	0	0.00147387083337783	0	0.00114790349159847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"25"	"Bacteroides_coprocola"	0	0	0	0	0	0	0	0	0	0.000565608148591971	0	0	0	0	0	0	0	0	0	0	0.00223874955661129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0124577409345621
"26"	"Bacteroides_coprophilus"	0.0161310646162089	0	0	0	0	0.0137160233237095	0	0	0	0.00188376273217495	0	0	0	0	0.00797436550995885	0	0	0	0	0	0	0	0	0	0.0122580253656168	0	0	0	0	0	0	0	0	0	0.0100122214910219	0	0	0	0	0	0	0	0
"27"	"Bacteroides_dorei"	0.00962982555519356	0	0	0.0029576680062117	0	0	0	0	0	0	0.0359680427821324	0.0880710520750934	0.00440700979207659	0.0105834435775373	0.00126230443384432	0.00752599744386653	0	0	0.00171544583230599	0	0.00805368346988736	0	0	0	0	0	0.00278398977682443	0	0	0	0.00215462148048059	0	0	0.0176385142145673	0.00113597192190781	0.00970815783971085	0	0	0	0	0.000741201933054641	0	0.0259343305700922
"28"	"Bacteroides_eggerthii"	0	0	0	0	0	0	0	0	0.00315164513260449	0.000474535650089874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00643727133793359
"29"	"Bacteroides_faecis"	0	0	0	0	0	0	0	0	0	0	0	0.0131734557216814	0.00108161598030078	0	0	0.00152371187605245	0	0	0.00745195964767785	0	0	0	0	0	0.000728199526670308	0.0014721708936585	0	0	0	0.000182525051563327	0	0	0	0	0	0	0	0	0	0	0	0	0.015329041819108
"30"	"Bacteroides_faecis_CAG_32"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00425713851044743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"31"	"Bacteroides_finegoldii"	0	0.00183450229526101	0.00205285802089736	0.000142252569437035	0.0102647355839906	0.000509498507897227	0	0	0	0.0001725584182145	0	0	0	0.00172918467900707	0	0.00121754547105125	0.00546948285774806	0	0.00249185556680534	0	0	0	0	0	0	0	0	0	0	0	0	0.000253879857499693	0	0	0.000994954717808906	0	0.00487450736361751	0.0042630107086829	0.00120055225403686	0	0	0	0
"32"	"Bacteroides_fragilis"	9.42208559567447e-05	0.0104353316609498	0	0	0	1.81963752820438e-05	0	0	0.000588481456295444	0	0.000420489708783922	0	0	0	0	0	0.0123309226253518	0	0	0	0.000238412290444319	0.00557404326123128	0	0	0	0	0	0	0.0130075146323	0	0	0	0	0	0	0	0.00387194911152596	0	0	0	0	0	0
"33"	"Bacteroides_galacturonicus"	0.00300712105336647	0	0	0.0003022867100537	0	1.41527363304785e-05	0	0	0	0.00159616536848412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"34"	"Bacteroides_intestinalis"	0	0	0	0	0.00242876682560176	0	0	0.00231355270332002	0	0	0.00818337664017941	0	0	0	0.000594739589022806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000960441803229486	0	0	0	0
"35"	"Bacteroides_massiliensis"	0	0	0.00421634910878918	0	0.0170397167290902	0	0	0	0	0.000445775913720791	0	0.013807849249301	0.0156258989494517	0.00136459754789112	0	0	0	0	0.0178521778817654	0	0	0	0	0	0	0	0	0	0	0.00921751510394802	0	0	0	0	0	0	0	0.00682081713389264	0.00117053844768594	0	0.00865723857807821	0	0
"36"	"Bacteroides_nordii"	0	0	3.68776889981561e-05	0	0	0	0	0	0	0	0	0	0	0	0	7.47615640119191e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"37"	"Bacteroides_ovatus"	0.0033238393523054	0.0378590078328982	0	7.11262847185177e-05	0.00240320085901648	0.0113504945370438	0	0.00237740872273225	0	0	0.00228573892979978	0.0203162569215467	0.000909017685571933	0	0	0.00674990120793327	0.000922927951099949	0.0061127621515796	0.00187282618389369	0	9.88538765256933e-05	0	0	0	0	0	0	0	0	0.00116816033000529	0	0	0.00736937777886954	0.00187501852785107	0	0	0	0	0	0	0.00335023273740698	0	0
"38"	"Bacteroides_pectinophilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00592150120060475	0	0	0	0	0	0.00641981245491705	0	0	0
"39"	"Bacteroides_plebeius"	0.0174217768237128	0	0	0	0	0.0107318177774543	0	0	0	0.000853205512282804	0	0	0	0	0	0	0	0	0.000194102433624837	0	0.288153235138483	0	0	0.00745948942818981	0	0	0	0	0	0	0.0031041156922178	0	0	0.103066729908398	0.0667089718278963	0	0	0	0	0.00666025486895888	0	0	0
"40"	"Bacteroides_salyersiae"	0.00634798827120622	0.018694858274032	0	0	0	0.00169630654018164	0	0	0	0	0	0	0.00578779614990737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000581599305773527	0	0	0	0	0	0.00272633261257873	0.00483914329240971	0	0	0	0	0	0	0
"41"	"Bacteroides_sp_CAG_144"	0	0	0	0	0	0	0	0.00393451319609201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000509424350483953
"42"	"Bacteroides_sp_CAG_530"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00520429865209369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"43"	"Bacteroides_sp_OM05_12"	0	0	0	0	0.000166178782804331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"44"	"Bacteroides_stercoris"	1.24871013918577e-05	0.0956500964180276	0.167166564228642	0.000160034140616665	0	0.0215869665429313	0.00122855823388125	0.00167008050770447	0.00938954856933619	4.31396045536249e-05	0	0.0118811726098636	0.0125766624092421	0	0.00634793479712097	0	0.0153039610252065	0	0.00182036606669779	0	0.0204162329695123	0	0	0.000856833245129911	0.000222505410927038	0.0147724734501594	0	0.0052464256553689	0.00349882756965344	0.0367787978900104	0.0184786181207318	0	0.271676205916792	0	0.000305537275547617	0	0	0.003239888138599	0.00459211237169098	0	0	0.00309167208674501	0.0285277636271014
"45"	"Bacteroides_thetaiotaomicron"	0.0196115603314304	0.0464257069233263	0.0141610325752919	0	0.00441012923596109	0.0176949640520497	0.000616488754051922	0.00144904044050829	0.000163467071193179	0	0.00439896926112411	0.000657889584198119	0	0.000135418077271638	0	0.00108582271541121	0	0.00286623755264159	0.000175741392606271	0	0	0	0	0	0	0	0	0	0.00416351249053747	5.47575154689981e-05	0	0.000638794480160518	0.00185053264224946	0	0	0	0	0.000716185799058727	0	0	0	0.000124736049609309	0
"46"	"Bacteroides_uniformis"	0.027121984223115	0.0682264202460793	0.0487768899815612	0.00135732660004505	0.0380805072287771	0.0103456502575798	0.000713712786948999	0.00108555233000791	0.00978840822304755	0.00928460155781905	0.0189112551078718	0.0838965860229791	0.0531602747764852	0.00147918207481328	0	0.0187865130138523	0.000938057917511423	0.013894561895238	0.011942545679647	0.0179917087017787	0.00198870739834042	0	0	0	0	0.0159603630678011	0.00419880425357127	0.0191268696905999	0.0150938867450749	0.00752003212440908	0.0110287404594091	0	0.00424148632161602	0.0336317552544986	0.0021074237723669	0.125459270543956	0.017544769411602	0.0123456790123457	0.00648298217179903	0.00122625631161337	0.0522992083963355	0.00187995046196887	0.03959616542398
"47"	"Bacteroides_vulgatus"	0.231359879397304	0.193979419444018	0.0554271665642286	0.00170110364285122	0.0390008820258472	0.163383231837996	0.00253003449243531	0.0485698707652407	0.02770439922582	0.00734811264230078	0.0715263776428856	0.0170894651514321	0.0182148733703844	0.0364795466619444	0.0116399033851606	0.0625861093014066	0.054165279753079	0.0258736038535754	0.0671778030752121	0.135172667306553	0.0683022137453408	0.186247280174069	0	0.0211184193946725	0.0335578615207233	0.00110666639592259	0.0227891622168469	0.0658930215589875	0.0069884234042946	0.0719696278314199	0.0274257751159479	0.00234224642725523	0.130732761797146	0.029177659858299	0.00669831719469775	0.0107536517609105	0.038304639424739	0.0306936771025169	0.010294735578366	0.00129838903582592	0.142221826914525	0.0200379553979525	0.0106052887509841
"48"	"Bacteroides_xylanisolvens"	0.00326935018259548	0	0	0	0.00270999245803986	0.00142538273042677	0	0.000908720276250964	0	0	0.0332833777183581	0.00148025156444577	0.000218624506656541	0.000989593641600433	0	0	0.00242835960904167	0.00553528922942577	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2758691290283e-05	0	0.000214923072362375	0	0	0	0.000818498056067117	0	0	0.00088944231966557	0.000106916613950836	0
"49"	"Barnesiella_intestinihominis"	0.0192619214924584	0	0.00154886293792256	0.002175278874308	0.00212197522657838	0.0124220588592086	0	0	0	0.00116476932294787	0.011310094987547	0.0113329312896985	0	0.000500005208387587	0	0.00600940571676759	0.00994795291554453	0	0.00444599493235268	0	0	0	0	0	0	0.00669076288911	0	0	0.00799468252063293	0	0	0	0	0	0	0	0.00829703381041278	0	0	0	0.028106377301432	0	0
"50"	"Bifidobacterium_adolescentis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000824583169425364	0	0	0	0	0	0.0164723427331887	0	0	0	0	0	0.0025848858034379	0	0	0	0	0	0.00167653787095359	0	0	0	0	0	0	0	0.0106516000555736
"51"	"Bifidobacterium_animalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00705874824011263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"52"	"Bifidobacterium_bifidum"	0.00023157897126718	0	0	0	0	0	0	0	0.00393628707433175	0	0	0	0.011690657829634	0	0.00239109589872434	0	0.0111280902956395	0	0	0	0	0.00072955330858825	0	0	0	0.00752330091173066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"53"	"Bifidobacterium_catenulatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0067336934715737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"54"	"Bifidobacterium_longum"	0.000398452053503824	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00129871706174368	0	0.000680848488516355	0	0	0	0.00262835012880079	0.00534365800588762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"55"	"Bifidobacterium_pseudocatenulatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000424813992159147	0	0	0	0	0	0	0.00734672980929221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"56"	"Bilophila_wadsworthia"	0.000359855558292627	0.00232939128654073	0	0	0	0.00113424072591406	0	0.000265248080635417	0	0	6.46907244282957e-05	0.000571737376743603	0	0	0	0.000327526851861741	0.00347989227463915	0	0.000529847183678608	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000433974469200095	0	0	0	0	0	0.00330151869860136	0	0	0	0
"57"	"Blastocystis_sp_subtype_1"	0	0	0	0	0	0	0	0	0	0.00211863391252247	0	0	0	0	0	0	0	0.00525359512105804	0	0	0	0	0.000542299349240781	0	0	0	0.00533978367030259	0	0	0	0	0	0	0.000326090178756707	0	0	0	0	0	0	0	0	0
"58"	"Blautia_coccoides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000849627984318295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"59"	"Blautia_hansenii"	0	0.0013908087168723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0109885610880477	0	0	0	0	0	0	0	0	0	0
"60"	"Blautia_obeum"	0.0317092911980693	0.00179183945118517	0.00161032575291948	0.0137984992353924	0.0124122767771543	0.00224624143759452	0.0049098136613024	0.0227425669137403	0.0071990898153476	0.018291192330737	0.0153209199021014	0.0148573397764742	0.00497083088819082	0.0011562620443963	0	0.0280213462065626	0.00729264381033074	0.002042282285666	0.00281973129927972	0	0.00835606003337772	0.00398054524510431	0	0	0.0126423528935817	0.0059496009909233	0.0176775744298906	0	0.00684071564409815	0	0.0169813387868385	0.0140698579091765	0	0.00216405300447633	0.00298486415342672	0.0078113331541058	0.00487450736361751	0	0.0956540008403866	0	0	0.0172313942817431	0
"61"	"Blautia_producta"	0	0	0.00489244007375538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"62"	"Blautia_sp_CAG_257"	0	0.00214167477260704	0	0	0	0	0	0.000176832053756944	0	0	0	0	0	0	0.000655427302188399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167039229654376	0	0	0	0	0	0	0	0	0	0
"63"	"Blautia_wexlerae"	0.000539215741921129	0.00366900459052202	0.00213890596189305	0.00625318586483635	0.0538419256286032	0.00615644030375816	0.00117110766898752	0.00351208106767264	0.00564942198043626	0.00195086878370282	0.0040539520641732	0.00910863793360014	0.00333690036475773	0.0358024562755862	0.00248819623978929	0.0168533925729726	0.00576451720277181	0.00220425639797744	0.00175479092020292	0.13161925378316	0	0.0129271726609497	0.00108459869848156	0.0187495274816663	0.000445010821854077	0.00715779641399476	0.0087170827438273	0.00906832513941247	0	0.0541186777885265	0	0.00524139060644527	0	0.00907864702220378	0.000720754598727711	0	0.00373366521468575	0.0202919309733306	0.000750345158773036	0.0179610483289252	0.0146165021198375	0.000392027584486399	0.000324179132126152
"64"	"Butyricicoccus_pullicaecorum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00220556701451998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"65"	"Butyricimonas_synergistica"	0	0.0058021467943139	0	0	0	0	0	0	0	0	0	0.00107298658375169	0	0	0	0.00560355722641718	0	0.000612684685699799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"66"	"Butyricimonas_virosa"	0	0.00254270550691991	0.000565457897971727	0	0.00102263866341127	0.012446320692918	0	0.0030110569153613	0	0.000301977231875374	0.00787070480544265	0.000172304414909031	0	0.00148959884998802	0	0.00135994845012158	0	0.00518317159396611	0.00751228878245314	0	0	0	0	0	0	0	0.00220589353901389	0.000972847141392909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"67"	"Butyrivibrio_crossotus"	0.036364709635161	0	0	0.0501381035361618	0	0	0	0	0.0779607155934509	0.00215698022768125	0	0	0	0	0	0	0	0.00584515274863026	0	0	0	0	0.0448074837310195	0	0	0	0	0	0	0	0	0	0	0.0660110277769543	0	0	0.00758832883910669	0	0	0	0.0403806813128169	0	0.0308896401611633
"68"	"Butyrivibrio_sp_CAG_318"	0	0	0	0	0	0	0	0	0	0	0.00381675274126945	0	0	0	0	0	0	0	0	0	0	0	0.000542299349240781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"69"	"Campylobacter_concisus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000264923591839304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"70"	"Campylobacter_jejuni"	0	0	0	0	0	0	0.00577378177181961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"71"	"Catenibacterium_mitsuokai"	0	0	0	0	0	0	0.00434414656081032	0	0	0.00764050329538646	0	0	0	0	0	0	0	0.000457752926097551	0	0	0	0	0	0.0609863662710113	0	0	0.00444221319580728	0	0	0	0	0.0150771876663527	0	0	0	0	0	0.0268399154218675	0	0	0.00281656734560764	0.00155029090228712	0
"72"	"Chlamydia_ibidis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000316846628431467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"73"	"Clostridium_baratii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.45910996165165e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"74"	"Clostridium_bolteae"	0	0.0125770064335569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000265484918414442	0	0	0	0	0	0	0	0	0	0	0	0	0.00105627748163797	0	0	0	0	0	0	0	0	0	0
"75"	"Clostridium_celatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188242966827735	0	0	0	0	0	0	0	0	0
"76"	"Clostridium_citroniae"	0.000270175466478376	0.00162118807488182	0.00228641671788568	0	0	6.06545842734794e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"77"	"Clostridium_clostridioforme"	0	0.00661274083175481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"78"	"Clostridium_disporicum"	0	0	0	0	0	0	0	0	0	0	0.00056065294504523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00117096018735363	0	0	0	0	0	0	0	0	0
"79"	"Clostridium_innocuum"	0.000365531513470744	0.00593013532654141	0.0177381684081131	0	0	0	0	0	0	0	0	0	0.0127837803629167	0	0.0014443675733411	0	0	0	0	0	0	0	0	0.0020916811572289	0	0	0	0	0	0	0	0	0.0163108894838979	0	0	0	0	0	0	0	0	0	0
"80"	"Clostridium_lavalense"	0	0.000699670642843735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"81"	"Clostridium_leptum"	0.000148710025666669	0	0	0	0	0	0	0.000599264182176311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"82"	"Clostridium_perfringens"	0	0	0	0	0	0	0	0	0	0.000440982624325944	0	0	0	0	0.00122589180594497	0	0	0	0.0827453428530959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000474312987282483	0	0	0	0	0	0	0.000266832695899671	0	0
