"OTU"	"RL704.mf"	"RL703.mf"	"RL683.mf"	"RL651.mf"	"RL641.mf"	"RL628.mf"	"RL610.mf"	"RL607.mf"	"RL605.mf"	"RL591.mf"	"RL569.mf"	"RL514.mf"
"150"	"Prevotella_sp_CAG_5226"	0	0	0	0	0	0	0	0.00311109469913776	0	0	0	0
"151"	"Prevotella_stercorea"	0	0	0	0	0	0	0	0.00234486069311866	0.0461965453018296	0	0	0
"152"	"Proteobacteria_bacterium_CAG_139"	0	0	0	0.0081208261419256	0	0	0	0	0	0.0277743660288061	0	0
"153"	"Roseburia_faecis"	0	0	0.0744905026451128	0	0	0	0.0298455605163039	0.0022433116079836	0	0	0.141627087253936	0.0565092353760859
"154"	"Roseburia_hominis"	0.0171078004744108	0.00114320835894284	0.0229636069809365	0.0134507740490292	0	0	0.00641036777096399	0.0173187348830339	0.0093123470766534	0	0.154031125847597	0.0112069732277862
"155"	"Roseburia_intestinalis"	0	0.0132145052243393	0.0525780639837315	0.0199532055754613	0.000939408172851104	0	0.0228445355523513	0	0	0	0.0196851569734445	0
"156"	"Roseburia_inulinivorans"	0.0131230908377276	0.0161155500921942	0.0191469818206825	0.00392401676625346	0.00424775869463108	0.067674200882707	0.00326598683181905	0.00287106958881852	0.00573348427856699	0	0.0229261881291633	0.0295591330902191
"157"	"Roseburia_sp_CAG_182"	0	0	0	0	0	0	0	0	0	0	0.0100890163395764	0
"158"	"Roseburia_sp_CAG_471"	0	0.00522433927473878	7.85920238919753e-05	0	0	0.0143570718318786	0.000521168111460487	0	0	0	0	0
"159"	"Ruminococcus_bicirculans"	0	0	0.0555203528781873	0	0	0	0.0044994180289422	0	0.0111017784756966	0	0.00984257848672223	0.0061964481603368
"160"	"Ruminococcus_bromii"	0.00747453028208672	0	0.0722358939597118	0	0	0.000157003215658454	0	0.00228023854803272	0.0356060329401453	0	0	0
"161"	"Ruminococcus_gnavus"	0.00351541835184901	0.00317148125384143	0	0	0.0226274838156309	0.0191020579051119	0	0	0	0.000221081333366086	0	0
"162"	"Ruminococcus_lactaris"	0	0	0	0.00728146426679117	0.028529417771152	0	0.0148706634470059	0	0	0	0	0.0195973791099647
"163"	"Ruminococcus_sp_CAG_330"	0	0	0.0207040862940422	0	0	0	0	0	0	0	0	0
"164"	"Ruminococcus_sp_CAG_488"	0	0	0	0	0	0	0	0.00480050220638467	0	0	0	0
"165"	"Ruminococcus_torques"	0.0248895032338436	0.053939766441303	0.0390700598772982	0.116393262022547	0.0407621459350175	0.000127928546092074	0.0131160641384222	0.121748121341925	0.0681079501880729	0	0	0.0195677310326425
"166"	"Ruthenibacterium_lactatiformans"	0	0.00221266133988937	0	0	0	0	0	0	0	0	0	0
"167"	"Sellimonas_intestinalis"	0	0	0.000250512076155671	0	0	0	0	0	0	0	0	0
"168"	"Sharpea_azabuensis"	0	0	0	9.96742226722135e-05	0	0.000831535549598479	0	0	0	0	0	0
"169"	"Slackia_isoflavoniconvertens"	0	0	0	0	0	0.00766408289769787	0	0	0.00562392725413578	0	0	0
"170"	"Streptococcus_anginosus_group"	0	0	0	0.00600930642479055	0	0	0	0	0	0	0	0
"171"	"Streptococcus_australis"	0	0.000516287645974186	0	0.00135084801779447	0	0	0	0	0	0	0	0
"172"	"Streptococcus_cristatus"	0	0	0	0.000996742226722134	0	0	0	0	0	0	0	0
"173"	"Streptococcus_infantarius"	0	0	0	0	0.00471746278105663	0	0	0	0	0	0	0
"174"	"Streptococcus_infantis"	0	0	0	0.00145052224046669	0	0	0	0	0	0	0	0
"175"	"Streptococcus_lutetiensis"	0	0	0	0	0.0117630240774399	0	0	0	0	0	0	0
"176"	"Streptococcus_macedonicus"	0	0	0	0	0	0	0	0.00385886523513229	0	0	0	0
"177"	"Streptococcus_milleri"	0	0	0	0.000768540716919962	0	0	0	0	0	0	0	0
"178"	"Streptococcus_mitis"	0	0	0	0.0197459881125374	0	0	0	0	0	0	0	0
"179"	"Streptococcus_mutans"	0	0	0	0	0	0	0	0.00192020088255387	0	0	0	0
"180"	"Streptococcus_oralis"	0	0	0	0.00182823508427718	0	0	0	0	0	0	0	0
"181"	"Streptococcus_parasanguinis"	0	0.0370129071911494	0.000432256131405864	0.0075332728293315	0.00187881634570221	0.0014595484122323	0.00126817573788718	0	0.0060256363437169	0	0	0
"182"	"Streptococcus_pasteurianus"	0	0	0	0	0	0	0	0	0	0	0.00210592346984497	0
"183"	"Streptococcus_salivarius"	0.000213314220379187	0.00797787338660111	0.00234302471227951	0	0.0148058896808054	0.0177006588320124	0.00778277713114327	0.00198482302763981	0.021947923894387	0	0	0.00984316167096564
"184"	"Streptococcus_sp_A12"	0	7.37553779963122e-05	0	0.00249447857266513	0	0	0	0	0	0	0	0
"185"	"Streptococcus_thermophilus"	0.0166555743272069	0.000454824830977259	0	0	0.00281822451855331	0	0	0.0107642030243164	0	0	0	0
"186"	"Streptococcus_troglodytae"	0	0	0	0	0	0	0	0.000563135835748971	0	0	0	0
"187"	"Sutterella_parvirubra"	0	0	0	0	0	0.00396578492885428	0.0126122682973438	0	0.00390753387138005	0	0	0
"188"	"Turicimonas_muris"	0	0	0	0.00388729468421632	0	0	0.000833868978336779	0	0	0.00224356612378917	0	0
"189"	"Veillonella_atypica"	0	0	0	0	0	0.00141884387483936	0	0	0	0	0	0
"190"	"Veillonella_parvula"	0	0	0	0.00125904281270164	0	0.00029656162957708	0	0	0	0	0	0
"191"	"Veillonella_rogosae"	0	0	0	0.00286432239889624	0	0	0	0	0	0	0	0
"192"	"Veillonella_seminalis"	0	0	0	0	0.00443155594584108	0	0	0	0	0	0	0
"193"	"Victivallis_vadensis"	0	0	0.000402784122446373	0	0	0	0	0	0	0	0	0
"194"	"Weissella_cibaria"	0	0	0	6.81981523546724e-05	0	0	0	0	0	0	0	0
