RL509-mf	RL511-mf	RL514-mf	RL516-mf	RL528-mf	RL568-mf	RL569-mf	RL573-mf	RL591-mf	RL605-mf	RL607-mf	RL613-mf	RL616-mf	RL627-mf	RL628-mf	RL651-mf	RL656-mf	RL659-mf	RL665-mf	RL667-mf	RL668-mf	RL679-mf	RL680-mf	RL683-mf	RL691-mf	RL693-mf	RL703-mf	RL704-mf	RL725-mf
PWY0-1298:_superpathway_of_pyrimidine_deoxyribonucleosides_degradation	-3.19563232504985	-0.568364023046017	-3.19563232504985	0.399549056192175	-3.19563232504985	-3.19563232504985	0.911946752253574	1.85551352207257	0.690732474291939	-3.19563232504985	-0.350593971083226	-3.19563232504985	0.312986476862718	2.12374716328286	-3.19563232504985	3.72900205706168	1.7023437842129	-0.741095803180529	0.687792990857332	1.29323611632179	0.918809664786848	-3.19563232504985	2.16467224768841	0.893577664779563	-0.0334029497895405	0.940419576470836	3.96383540421692	2.4503862858755	2.21996411027048
PWY-7664:_oleate_biosynthesis_IV_(anaerobic)	0.0137572302874713	-3.49510239153505	-3.49510239153505	0.950981763546812	-3.49510239153505	-0.19108644845272	3.27844565824293	-3.49510239153505	2.31381803544655	-3.49510239153505	-0.323013368349401	0.38166009924651	-3.49510239153505	2.02503694787374	-0.237399264850165	3.43246226105597	0.968075366335147	-3.49510239153505	1.16317193992877	-1.15961913563156	-3.49510239153505	0.352984680642314	0.840302256042044	0.0652457294312772	2.31199746010219	0.536866169127411	5.02209061208909	2.83371253548595	3.38132860468004
METSYN-PWY:_superpathway_of_L-homoserine_and_L-methionine_biosynthesis	-1.04178797351068	-1.04178797351068	-1.04178797351068	2.57278053845353	-1.04178797351068	-1.04178797351068	2.82079235695165	-1.04178797351068	-1.04178797351068	-1.04178797351068	-1.04178797351068	-1.04178797351068	-1.04178797351068	-1.04178797351068	-1.04178797351068	3.19535505037895	-1.04178797351068	-1.04178797351068	-1.04178797351068	-1.04178797351068	-1.04178797351068	-1.04178797351068	-1.04178797351068	1.35125198981971	2.60849407505683	-1.04178797351068	3.99880642130285	0.693430902678434	4.63663610908226
PWY-5981:_CDP-diacylglycerol_biosynthesis_III	-1.43810455115001	-1.43810455115001	-1.43810455115001	0.188044849273103	-1.43810455115001	-1.43810455115001	2.42373174109024	-1.43810455115001	-0.328255931839393	-1.43810455115001	-1.43810455115001	-1.43810455115001	-1.43810455115001	-1.43810455115001	1.99371628087453	2.47117893267819	2.72941395258521	-1.43810455115001	-0.373911489222517	-1.43810455115001	-1.43810455115001	-1.43810455115001	2.14225804495213	-1.43810455115001	0.848888933271729	1.93712398252644	4.71662851231937	2.28507171647751	1.9757832934136
PWY-6282:_palmitoleate_biosynthesis_I_(from_(5Z)-dodec-5-enoate)	0.046085219604409	-3.40115805833429	-3.40115805833429	1.01605311622502	-3.40115805833429	-0.268051611853375	3.32806839665686	-3.40115805833429	2.27298900348129	-3.40115805833429	-0.400051214587389	0.312196835542977	-3.40115805833429	1.95542948143596	-0.337379028563724	3.44568623562516	0.876105161048011	-3.40115805833429	1.13531763883862	-1.22978467715991	-3.40115805833429	0.328481717112595	0.741925105115487	-0.026658261080291	2.22881922426631	0.463305453380109	5.12569325323906	2.85073899354979	3.3442944247974
MET-SAM-PWY:_superpathway_of_S-adenosyl-L-methionine_biosynthesis	-1.07604103464034	-1.07604103464034	-1.07604103464034	2.68819894858033	-1.07604103464034	-1.07604103464034	2.89980005655145	-1.07604103464034	-1.07604103464034	-1.07604103464034	-1.07604103464034	-1.07604103464034	-1.07604103464034	-1.07604103464034	-1.07604103464034	3.19595228464895	-1.07604103464034	-1.07604103464034	-1.07604103464034	-1.07604103464034	-1.07604103464034	-1.07604103464034	-1.07604103464034	1.46774682269443	2.73190115085625	-1.07604103464034	4.08073982875514	0.784842328406563	4.74768030695403
PWY0-1479:_tRNA_processing	-2.24474401011864	-2.24474401011864	-2.24474401011864	1.49657195730887	-2.24474401011864	1.43306863743547	3.90802553685692	-2.24474401011864	1.99086052264466	-2.24474401011864	-2.24474401011864	-2.24474401011864	-2.24474401011864	2.28284559213637	-2.24474401011864	3.09792806333695	-2.24474401011864	2.18560817666175	0.717969724195211	-2.24474401011864	-2.24474401011864	-2.24474401011864	0.952339762136138	-2.24474401011864	2.26867093513981	1.60654529417952	5.27102677863586	2.88002662688106	3.579672544231
PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type	-3.01483482304842	-3.01483482304842	-3.01483482304842	0.859470342933808	-3.01483482304842	0.63706644426419	1.91188101940795	-3.01483482304842	-3.01483482304842	0.025796391289493	0.930398300086476	-0.756584261557963	-0.1798344500853	1.90473885600311	3.01439718008622	2.63298621035287	2.34567343486094	0.0507461047105888	-3.01483482304842	0.651035431955537	-3.01483482304842	-0.773232566529416	1.6612125077839	-3.01483482304842	1.09102760233171	1.12987235843183	4.34348231076709	2.59285353057694	3.06052665976582
PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine)	-0.984528164700281	-0.984528164700281	-0.984528164700281	-0.984528164700281	-0.984528164700281	-0.984528164700281	2.08500559749198	-0.984528164700281	-0.984528164700281	-0.984528164700281	-0.984528164700281	-0.984528164700281	-0.984528164700281	0.783219844302387	-0.984528164700281	3.03399919193258	-0.984528164700281	-0.984528164700281	-0.984528164700281	-0.984528164700281	-0.984528164700281	-0.984528164700281	1.13392791491255	-0.984528164700281	2.76068765056445	-0.984528164700281	4.63282615801039	3.00697100622605	3.23845409526553
PWY-6285:_superpathway_of_fatty_acids_biosynthesis_(E._coli)	-1.47760406420829	-1.47760406420829	-1.47760406420829	-1.47760406420829	-1.47760406420829	-1.47760406420829	4.30307348677318	-1.47760406420829	-1.47760406420829	-1.47760406420829	-1.47760406420829	-1.47760406420829	-1.47760406420829	-1.47760406420829	-1.47760406420829	4.59531848899785	-1.47760406420829	-1.47760406420829	-1.47760406420829	-1.47760406420829	-1.47760406420829	-1.47760406420829	2.48842949662002	-1.47760406420829	3.52447732461571	2.25323149811391	5.94475509948434	3.49389810506806	4.42650184870108
